raceId,driverId,driverRef,circuitId,circuit_name,season,round,grid,position,positions_gained,driver_avg_finish_last5,driver_dnf_rate_last5,driver_circuit_avg_finish,driver_circuit_race_count,age
1039,1,hamilton,76,Autodromo Internazionale del Mugello,2020,9,1,1,0,2.4,0.0,1.0,1,35
1040,1,hamilton,71,Sochi Autodrom,2020,10,1,3,-2,2.6,0.0,1.75,8,35
1041,1,hamilton,20,Nürburgring,2020,11,2,1,1,2.6,0.0,6.8,5,35
1042,1,hamilton,75,Autódromo Internacional do Algarve,2020,12,1,1,0,2.6,0.0,1.0,2,35
1043,1,hamilton,21,Autodromo Enzo e Dino Ferrari,2020,13,2,1,1,1.4,0.0,5.5,4,35
1044,1,hamilton,5,Istanbul Park,2020,14,6,1,5,1.4,0.0,4.428571428571429,7,35
1045,1,hamilton,3,Bahrain International Circuit,2020,15,1,1,0,1.0,0.0,3.7058823529411766,17,35
1047,1,hamilton,24,Yas Marina Circuit,2020,17,3,3,0,1.4,0.0,5.875,16,35
1052,1,hamilton,3,Bahrain International Circuit,2021,1,2,1,1,1.4,0.0,3.7058823529411766,17,36
1053,1,hamilton,21,Autodromo Enzo e Dino Ferrari,2021,2,1,2,-1,1.6,0.0,5.5,4,36
1054,1,hamilton,75,Autódromo Internacional do Algarve,2021,3,2,1,1,1.6,0.0,1.0,2,36
1055,1,hamilton,4,Circuit de Barcelona-Catalunya,2021,4,1,1,0,1.6,0.0,4.944444444444445,18,36
1056,1,hamilton,6,Circuit de Monaco,2021,5,7,7,0,2.4,0.0,4.588235294117647,17,36
1057,1,hamilton,73,Baku City Circuit,2021,6,2,15,-13,5.2,0.0,5.875,8,36
1059,1,hamilton,34,Circuit Paul Ricard,2021,7,2,2,0,5.2,0.0,1.5,4,36
1058,1,hamilton,70,Red Bull Ring,2021,8,2,2,0,5.4,0.0,4.3076923076923075,13,36
1060,1,hamilton,70,Red Bull Ring,2021,9,4,4,0,6.0,0.0,4.3076923076923075,13,36
1061,1,hamilton,9,Silverstone Circuit,2021,10,2,1,1,4.8,0.0,2.9473684210526314,19,36
1062,1,hamilton,11,Hungaroring,2021,11,1,2,-1,2.2,0.0,3.388888888888889,18,36
1063,1,hamilton,13,Circuit de Spa-Francorchamps,2021,12,3,3,0,2.4,0.0,7.333333333333333,18,36
1064,1,hamilton,39,Circuit Park Zandvoort,2021,13,2,2,0,2.4,0.0,5.0,4,36
1065,1,hamilton,14,Autodromo Nazionale di Monza,2021,14,4,17,-13,5.0,0.2,5.944444444444445,18,36
1066,1,hamilton,71,Sochi Autodrom,2021,15,4,1,3,5.0,0.2,1.75,8,36
1067,1,hamilton,5,Istanbul Park,2021,16,11,5,6,5.6,0.2,4.428571428571429,7,36
1069,1,hamilton,69,Circuit of the Americas,2021,17,2,2,0,5.4,0.2,4.75,12,36
1070,1,hamilton,32,Autódromo Hermanos Rodríguez,2021,18,2,2,0,5.4,0.2,3.0,9,36
1071,1,hamilton,18,Autódromo José Carlos Pace,2021,19,10,1,9,2.2,0.0,6.352941176470588,17,36
1051,1,hamilton,78,Losail International Circuit,2021,20,1,1,0,2.2,0.0,10.666666666666666,3,36
1072,1,hamilton,77,Jeddah Corniche Circuit,2021,21,1,1,0,1.4,0.0,6.25,4,36
1073,1,hamilton,24,Yas Marina Circuit,2021,22,2,2,0,1.4,0.0,5.875,16,36
1074,1,hamilton,3,Bahrain International Circuit,2022,1,5,3,2,1.6,0.0,3.7058823529411766,17,37
1075,1,hamilton,77,Jeddah Corniche Circuit,2022,2,15,10,5,3.4,0.0,6.25,4,37
1076,1,hamilton,1,Albert Park Grand Prix Circuit,2022,3,5,4,1,4.0,0.0,5.75,16,37
1077,1,hamilton,21,Autodromo Enzo e Dino Ferrari,2022,4,14,13,1,6.4,0.0,5.5,4,37
1078,1,hamilton,79,Miami International Autodrome,2022,5,6,6,0,7.2,0.0,6.0,3,37
1079,1,hamilton,4,Circuit de Barcelona-Catalunya,2022,6,6,5,1,7.6,0.0,4.944444444444445,18,37
1080,1,hamilton,6,Circuit de Monaco,2022,7,8,8,0,7.2,0.0,4.588235294117647,17,37
1081,1,hamilton,73,Baku City Circuit,2022,8,7,4,3,7.2,0.0,5.875,8,37
1082,1,hamilton,7,Circuit Gilles Villeneuve,2022,9,4,3,1,5.2,0.0,5.666666666666667,15,37
1083,1,hamilton,9,Silverstone Circuit,2022,10,5,3,2,4.6,0.0,2.9473684210526314,19,37
1084,1,hamilton,70,Red Bull Ring,2022,11,8,3,5,4.2,0.0,4.3076923076923075,13,37
1085,1,hamilton,34,Circuit Paul Ricard,2022,12,4,2,2,3.0,0.0,1.5,4,37
1086,1,hamilton,11,Hungaroring,2022,13,7,2,5,2.6,0.0,3.388888888888889,18,37
1087,1,hamilton,13,Circuit de Spa-Francorchamps,2022,14,4,20,-16,6.0,0.2,7.333333333333333,18,37
1088,1,hamilton,39,Circuit Park Zandvoort,2022,15,4,4,0,6.2,0.2,5.0,4,37
1089,1,hamilton,14,Autodromo Nazionale di Monza,2022,16,19,5,14,6.6,0.2,5.944444444444445,18,37
1091,1,hamilton,15,Marina Bay Street Circuit,2022,17,3,9,-6,8.0,0.2,6.866666666666666,15,37
1092,1,hamilton,22,Suzuka Circuit,2022,18,6,5,1,8.6,0.2,4.785714285714286,14,37
1093,1,hamilton,69,Circuit of the Americas,2022,19,3,2,1,5.0,0.0,4.75,12,37
1094,1,hamilton,32,Autódromo Hermanos Rodríguez,2022,20,3,2,1,4.6,0.0,3.0,9,37
1095,1,hamilton,18,Autódromo José Carlos Pace,2022,21,2,2,0,4.0,0.0,6.352941176470588,17,37
1096,1,hamilton,24,Yas Marina Circuit,2022,22,5,18,-13,5.8,0.0,5.875,16,37
1098,1,hamilton,3,Bahrain International Circuit,2023,1,7,5,2,5.8,0.0,3.7058823529411766,17,38
1099,1,hamilton,77,Jeddah Corniche Circuit,2023,2,7,5,2,6.4,0.0,6.25,4,38
1100,1,hamilton,1,Albert Park Grand Prix Circuit,2023,3,3,2,1,6.4,0.0,5.75,16,38
1101,1,hamilton,73,Baku City Circuit,2023,4,5,6,-1,7.2,0.0,5.875,8,38
1102,1,hamilton,79,Miami International Autodrome,2023,5,13,6,7,4.8,0.0,6.0,3,38
1104,1,hamilton,6,Circuit de Monaco,2023,6,5,4,1,4.6,0.0,4.588235294117647,17,38
1105,1,hamilton,4,Circuit de Barcelona-Catalunya,2023,7,4,2,2,4.0,0.0,4.944444444444445,18,38
1106,1,hamilton,7,Circuit Gilles Villeneuve,2023,8,3,3,0,4.2,0.0,5.666666666666667,15,38
1107,1,hamilton,70,Red Bull Ring,2023,9,5,8,-3,4.6,0.0,4.3076923076923075,13,38
1108,1,hamilton,9,Silverstone Circuit,2023,10,7,3,4,4.0,0.0,2.9473684210526314,19,38
1109,1,hamilton,11,Hungaroring,2023,11,1,4,-3,4.0,0.0,3.388888888888889,18,38
1110,1,hamilton,13,Circuit de Spa-Francorchamps,2023,12,3,4,-1,4.4,0.0,7.333333333333333,18,38
1111,1,hamilton,39,Circuit Park Zandvoort,2023,13,13,6,7,5.0,0.0,5.0,4,38
1112,1,hamilton,14,Autodromo Nazionale di Monza,2023,14,8,6,2,4.6,0.0,5.944444444444445,18,38
1113,1,hamilton,15,Marina Bay Street Circuit,2023,15,5,3,2,4.6,0.0,6.866666666666666,15,38
1114,1,hamilton,22,Suzuka Circuit,2023,16,7,5,2,4.8,0.0,4.785714285714286,14,38
1115,1,hamilton,78,Losail International Circuit,2023,17,3,19,-16,7.8,0.2,10.666666666666666,3,38
1116,1,hamilton,69,Circuit of the Americas,2023,18,3,19,-16,10.4,0.4,4.75,12,38
1117,1,hamilton,32,Autódromo Hermanos Rodríguez,2023,19,6,2,4,9.6,0.4,3.0,9,38
1118,1,hamilton,18,Autódromo José Carlos Pace,2023,20,5,8,-3,10.6,0.4,6.352941176470588,17,38
1119,1,hamilton,80,Las Vegas Strip Street Circuit,2023,21,10,7,3,11.0,0.4,4.5,2,38
1120,1,hamilton,24,Yas Marina Circuit,2023,22,11,9,2,9.0,0.2,5.875,16,38
1121,1,hamilton,3,Bahrain International Circuit,2024,1,9,7,2,6.6,0.0,3.7058823529411766,17,39
1122,1,hamilton,77,Jeddah Corniche Circuit,2024,2,8,9,-1,8.0,0.0,6.25,4,39
1123,1,hamilton,1,Albert Park Grand Prix Circuit,2024,3,11,18,-7,10.0,0.2,5.75,16,39
1124,1,hamilton,22,Suzuka Circuit,2024,4,7,9,-2,10.4,0.2,4.785714285714286,14,39
1125,1,hamilton,17,Shanghai International Circuit,2024,5,18,9,9,10.4,0.2,4.214285714285714,14,39
1126,1,hamilton,79,Miami International Autodrome,2024,6,8,6,2,10.2,0.2,6.0,3,39
1127,1,hamilton,21,Autodromo Enzo e Dino Ferrari,2024,7,8,6,2,9.6,0.2,5.5,4,39
1128,1,hamilton,6,Circuit de Monaco,2024,8,7,7,0,7.4,0.0,4.588235294117647,17,39
1129,1,hamilton,7,Circuit Gilles Villeneuve,2024,9,7,4,3,6.4,0.0,5.666666666666667,15,39
1130,1,hamilton,4,Circuit de Barcelona-Catalunya,2024,10,3,3,0,5.2,0.0,4.944444444444445,18,39
1131,1,hamilton,70,Red Bull Ring,2024,11,5,4,1,4.8,0.0,4.3076923076923075,13,39
1132,1,hamilton,9,Silverstone Circuit,2024,12,2,1,1,3.8,0.0,2.9473684210526314,19,39
1133,1,hamilton,11,Hungaroring,2024,13,5,3,2,3.0,0.0,3.388888888888889,18,39
1134,1,hamilton,13,Circuit de Spa-Francorchamps,2024,14,3,1,2,2.4,0.0,7.333333333333333,18,39
1135,1,hamilton,39,Circuit Park Zandvoort,2024,15,14,8,6,3.4,0.0,5.0,4,39
1136,1,hamilton,14,Autodromo Nazionale di Monza,2024,16,6,5,1,3.6,0.0,5.944444444444445,18,39
1137,1,hamilton,73,Baku City Circuit,2024,17,0,9,-9,5.2,0.0,5.875,8,39
1138,1,hamilton,15,Marina Bay Street Circuit,2024,18,3,6,-3,5.8,0.0,6.866666666666666,15,39
1139,1,hamilton,69,Circuit of the Americas,2024,19,17,20,-3,9.6,0.2,4.75,12,39
1140,1,hamilton,32,Autódromo Hermanos Rodríguez,2024,20,6,4,2,8.8,0.2,3.0,9,39
1141,1,hamilton,18,Autódromo José Carlos Pace,2024,21,14,10,4,9.8,0.2,6.352941176470588,17,39
1142,1,hamilton,80,Las Vegas Strip Street Circuit,2024,22,10,2,8,8.4,0.2,4.5,2,39
1143,1,hamilton,78,Losail International Circuit,2024,23,6,12,-6,9.6,0.2,10.666666666666666,3,39
1144,1,hamilton,24,Yas Marina Circuit,2024,24,16,4,12,6.4,0.0,5.875,16,39
158,2,heidfeld,1,Albert Park Grand Prix Circuit,2000,1,15,9,6,9.0,0.0,10.363636363636363,11,23
159,2,heidfeld,18,Autódromo José Carlos Pace,2000,2,19,19,0,14.0,0.5,14.2,10,23
160,2,heidfeld,21,Autodromo Enzo e Dino Ferrari,2000,3,22,19,3,15.666666666666666,0.6666666666666666,11.714285714285714,7,23
161,2,heidfeld,9,Silverstone Circuit,2000,4,17,18,-1,16.25,0.75,10.181818181818182,11,23
162,2,heidfeld,4,Circuit de Barcelona-Catalunya,2000,5,19,16,3,16.2,0.6,10.090909090909092,11,23
164,2,heidfeld,6,Circuit de Monaco,2000,7,18,8,10,16.0,0.6,9.454545454545455,11,23
165,2,heidfeld,7,Circuit Gilles Villeneuve,2000,8,21,20,1,16.2,0.6,12.0,10,23
166,2,heidfeld,8,Circuit de Nevers Magny-Cours,2000,9,16,12,4,14.8,0.4,10.444444444444445,9,23
167,2,heidfeld,70,Red Bull Ring,2000,10,13,15,-2,14.2,0.4,13.75,4,23
168,2,heidfeld,10,Hockenheimring,2000,11,13,12,1,13.4,0.4,12.375,8,23
169,2,heidfeld,11,Hungaroring,2000,12,19,21,-2,16.0,0.6,10.272727272727273,11,23
170,2,heidfeld,13,Circuit de Spa-Francorchamps,2000,13,14,20,-6,16.0,0.6,10.142857142857142,7,23
171,2,heidfeld,14,Autodromo Nazionale di Monza,2000,14,20,13,7,16.2,0.8,9.0,9,23
172,2,heidfeld,19,Indianapolis Motor Speedway,2000,15,16,9,7,15.0,0.6,11.875,8,23
173,2,heidfeld,22,Suzuka Circuit,2000,16,16,18,-2,16.2,0.8,9.75,8,23
174,2,heidfeld,2,Sepang International Circuit,2000,17,19,21,-2,16.2,0.8,9.272727272727273,11,23
141,2,heidfeld,1,Albert Park Grand Prix Circuit,2001,1,10,4,6,13.0,0.6,10.363636363636363,11,24
142,2,heidfeld,2,Sepang International Circuit,2001,2,11,17,-6,13.8,0.6,9.272727272727273,11,24
143,2,heidfeld,18,Autódromo José Carlos Pace,2001,3,9,3,6,12.6,0.6,14.2,10,24
144,2,heidfeld,21,Autodromo Enzo e Dino Ferrari,2001,4,12,7,5,10.4,0.4,11.714285714285714,7,24
145,2,heidfeld,4,Circuit de Barcelona-Catalunya,2001,5,10,6,4,7.4,0.2,10.090909090909092,11,24
146,2,heidfeld,70,Red Bull Ring,2001,6,6,9,-3,8.4,0.2,13.75,4,24
147,2,heidfeld,6,Circuit de Monaco,2001,7,16,22,-6,9.4,0.2,9.454545454545455,11,24
148,2,heidfeld,7,Circuit Gilles Villeneuve,2001,8,11,20,-9,12.8,0.4,12.0,10,24
149,2,heidfeld,20,Nürburgring,2001,9,10,17,-7,14.8,0.6,10.444444444444445,9,24
150,2,heidfeld,8,Circuit de Nevers Magny-Cours,2001,10,9,6,3,14.8,0.6,10.444444444444445,9,24
151,2,heidfeld,9,Silverstone Circuit,2001,11,9,6,3,14.2,0.6,10.181818181818182,11,24
152,2,heidfeld,10,Hockenheimring,2001,12,7,21,-14,14.0,0.6,12.375,8,24
153,2,heidfeld,11,Hungaroring,2001,13,7,6,1,11.2,0.4,10.272727272727273,11,24
154,2,heidfeld,13,Circuit de Spa-Francorchamps,2001,14,14,18,-4,11.4,0.4,10.142857142857142,7,24
155,2,heidfeld,14,Autodromo Nazionale di Monza,2001,15,8,11,-3,12.4,0.4,9.0,9,24
156,2,heidfeld,19,Indianapolis Motor Speedway,2001,16,6,6,0,12.4,0.4,11.875,8,24
157,2,heidfeld,22,Suzuka Circuit,2001,17,10,9,1,10.0,0.2,9.75,8,24
124,2,heidfeld,1,Albert Park Grand Prix Circuit,2002,1,10,19,-9,12.6,0.4,10.363636363636363,11,25
125,2,heidfeld,2,Sepang International Circuit,2002,2,7,5,2,10.0,0.2,9.272727272727273,11,25
126,2,heidfeld,18,Autódromo José Carlos Pace,2002,3,9,14,-5,10.6,0.4,14.2,10,25
127,2,heidfeld,21,Autodromo Enzo e Dino Ferrari,2002,4,7,10,-3,11.4,0.4,11.714285714285714,7,25
128,2,heidfeld,4,Circuit de Barcelona-Catalunya,2002,5,8,4,4,10.4,0.4,10.090909090909092,11,25
129,2,heidfeld,70,Red Bull Ring,2002,6,5,16,-11,9.8,0.4,13.75,4,25
130,2,heidfeld,6,Circuit de Monaco,2002,7,15,8,7,10.4,0.4,9.454545454545455,11,25
131,2,heidfeld,7,Circuit Gilles Villeneuve,2002,8,7,12,-5,10.0,0.2,12.0,10,25
132,2,heidfeld,20,Nürburgring,2002,9,9,7,2,9.4,0.2,10.444444444444445,9,25
133,2,heidfeld,9,Silverstone Circuit,2002,10,10,6,4,9.8,0.2,10.181818181818182,11,25
134,2,heidfeld,8,Circuit de Nevers Magny-Cours,2002,11,10,7,3,8.0,0.0,10.444444444444445,9,25
135,2,heidfeld,10,Hockenheimring,2002,12,10,6,4,7.6,0.0,12.375,8,25
136,2,heidfeld,11,Hungaroring,2002,13,8,9,-1,7.0,0.0,10.272727272727273,11,25
137,2,heidfeld,13,Circuit de Spa-Francorchamps,2002,14,18,10,8,7.6,0.0,10.142857142857142,7,25
138,2,heidfeld,14,Autodromo Nazionale di Monza,2002,15,15,10,5,8.4,0.0,9.0,9,25
139,2,heidfeld,19,Indianapolis Motor Speedway,2002,16,10,9,1,8.8,0.0,11.875,8,25
140,2,heidfeld,22,Suzuka Circuit,2002,17,12,7,5,9.0,0.0,9.75,8,25
108,2,heidfeld,1,Albert Park Grand Prix Circuit,2003,1,7,15,-8,10.2,0.2,10.363636363636363,11,26
109,2,heidfeld,2,Sepang International Circuit,2003,2,6,8,-2,9.8,0.2,9.272727272727273,11,26
110,2,heidfeld,18,Autódromo José Carlos Pace,2003,3,12,20,-8,11.8,0.4,14.2,10,26
111,2,heidfeld,21,Autodromo Enzo e Dino Ferrari,2003,4,11,10,1,12.0,0.4,11.714285714285714,7,26
112,2,heidfeld,4,Circuit de Barcelona-Catalunya,2003,5,14,10,4,12.6,0.4,10.090909090909092,11,26
113,2,heidfeld,70,Red Bull Ring,2003,6,4,15,-11,12.6,0.4,13.75,4,26
114,2,heidfeld,6,Circuit de Monaco,2003,7,14,11,3,13.2,0.4,9.454545454545455,11,26
115,2,heidfeld,7,Circuit Gilles Villeneuve,2003,8,12,15,-3,12.2,0.4,12.0,10,26
116,2,heidfeld,20,Nürburgring,2003,9,20,8,12,11.8,0.4,10.444444444444445,9,26
117,2,heidfeld,8,Circuit de Nevers Magny-Cours,2003,10,15,13,2,12.4,0.4,10.444444444444445,9,26
118,2,heidfeld,9,Silverstone Circuit,2003,11,16,17,-1,12.8,0.2,10.181818181818182,11,26
119,2,heidfeld,10,Hockenheimring,2003,12,15,10,5,12.6,0.2,12.375,8,26
120,2,heidfeld,11,Hungaroring,2003,13,11,9,2,11.4,0.0,10.272727272727273,11,26
121,2,heidfeld,14,Autodromo Nazionale di Monza,2003,14,16,9,7,11.6,0.0,9.0,9,26
122,2,heidfeld,19,Indianapolis Motor Speedway,2003,15,13,5,8,10.0,0.0,11.875,8,26
123,2,heidfeld,22,Suzuka Circuit,2003,16,11,9,2,8.4,0.0,9.75,8,26
90,2,heidfeld,1,Albert Park Grand Prix Circuit,2004,1,15,16,-1,9.6,0.2,10.363636363636363,11,27
91,2,heidfeld,2,Sepang International Circuit,2004,2,15,18,-3,11.4,0.4,9.272727272727273,11,27
92,2,heidfeld,3,Bahrain International Circuit,2004,3,18,15,3,12.6,0.4,11.666666666666666,6,27
93,2,heidfeld,21,Autodromo Enzo e Dino Ferrari,2004,4,16,17,-1,15.0,0.6,11.714285714285714,7,27
94,2,heidfeld,4,Circuit de Barcelona-Catalunya,2004,5,15,18,-3,16.8,0.8,10.090909090909092,11,27
95,2,heidfeld,6,Circuit de Monaco,2004,6,17,7,10,15.0,0.6,9.454545454545455,11,27
96,2,heidfeld,20,Nürburgring,2004,7,13,10,3,13.4,0.4,10.444444444444445,9,27
97,2,heidfeld,7,Circuit Gilles Villeneuve,2004,8,15,8,7,12.0,0.4,12.0,10,27
98,2,heidfeld,19,Indianapolis Motor Speedway,2004,9,16,12,4,11.0,0.4,11.875,8,27
99,2,heidfeld,8,Circuit de Nevers Magny-Cours,2004,10,17,16,1,10.6,0.2,10.444444444444445,9,27
100,2,heidfeld,9,Silverstone Circuit,2004,11,15,15,0,12.2,0.2,10.181818181818182,11,27
101,2,heidfeld,10,Hockenheimring,2004,12,18,18,0,13.8,0.4,12.375,8,27
102,2,heidfeld,11,Hungaroring,2004,13,16,12,4,14.6,0.4,10.272727272727273,11,27
103,2,heidfeld,13,Circuit de Spa-Francorchamps,2004,14,16,11,5,14.4,0.2,10.142857142857142,7,27
104,2,heidfeld,14,Autodromo Nazionale di Monza,2004,15,20,14,6,14.0,0.2,9.0,9,27
105,2,heidfeld,17,Shanghai International Circuit,2004,16,14,13,1,13.6,0.2,9.333333333333334,6,27
106,2,heidfeld,22,Suzuka Circuit,2004,17,16,13,3,12.6,0.0,9.75,8,27
107,2,heidfeld,18,Autódromo José Carlos Pace,2004,18,16,19,-3,14.0,0.2,14.2,10,27
71,2,heidfeld,1,Albert Park Grand Prix Circuit,2005,1,7,19,-12,15.6,0.4,10.363636363636363,11,28
72,2,heidfeld,2,Sepang International Circuit,2005,2,10,3,7,13.4,0.4,9.272727272727273,11,28
73,2,heidfeld,3,Bahrain International Circuit,2005,3,4,16,-12,14.0,0.6,11.666666666666666,6,28
74,2,heidfeld,21,Autodromo Enzo e Dino Ferrari,2005,4,8,6,2,12.6,0.6,11.714285714285714,7,28
75,2,heidfeld,4,Circuit de Barcelona-Catalunya,2005,5,17,10,7,10.8,0.4,10.090909090909092,11,28
76,2,heidfeld,6,Circuit de Monaco,2005,6,6,2,4,7.4,0.2,9.454545454545455,11,28
77,2,heidfeld,20,Nürburgring,2005,7,1,2,-1,7.2,0.2,10.444444444444445,9,28
78,2,heidfeld,7,Circuit Gilles Villeneuve,2005,8,13,14,-1,6.8,0.2,12.0,10,28
79,2,heidfeld,19,Indianapolis Motor Speedway,2005,9,15,19,-4,9.4,0.4,11.875,8,28
80,2,heidfeld,8,Circuit de Nevers Magny-Cours,2005,10,14,14,0,10.2,0.4,10.444444444444445,9,28
81,2,heidfeld,9,Silverstone Circuit,2005,11,14,12,2,12.2,0.4,10.181818181818182,11,28
82,2,heidfeld,10,Hockenheimring,2005,12,7,11,-4,14.0,0.4,12.375,8,28
83,2,heidfeld,11,Hungaroring,2005,13,12,6,6,12.4,0.2,10.272727272727273,11,28
84,2,heidfeld,5,Istanbul Park,2005,14,6,18,-12,12.2,0.2,9.833333333333334,6,28
53,2,heidfeld,3,Bahrain International Circuit,2006,1,10,12,-2,11.8,0.2,11.666666666666666,6,29
54,2,heidfeld,2,Sepang International Circuit,2006,2,11,15,-4,12.4,0.4,9.272727272727273,11,29
55,2,heidfeld,1,Albert Park Grand Prix Circuit,2006,3,8,4,4,11.0,0.4,10.363636363636363,11,29
56,2,heidfeld,21,Autodromo Enzo e Dino Ferrari,2006,4,15,13,2,12.4,0.4,11.714285714285714,7,29
57,2,heidfeld,20,Nürburgring,2006,5,13,10,3,10.8,0.2,10.444444444444445,9,29
58,2,heidfeld,4,Circuit de Barcelona-Catalunya,2006,6,10,8,2,10.0,0.2,10.090909090909092,11,29
59,2,heidfeld,6,Circuit de Monaco,2006,7,15,7,8,8.4,0.0,9.454545454545455,11,29
60,2,heidfeld,9,Silverstone Circuit,2006,8,9,7,2,9.0,0.0,10.181818181818182,11,29
61,2,heidfeld,7,Circuit Gilles Villeneuve,2006,9,13,7,6,7.8,0.0,12.0,10,29
62,2,heidfeld,19,Indianapolis Motor Speedway,2006,10,10,17,-7,9.2,0.2,11.875,8,29
63,2,heidfeld,8,Circuit de Nevers Magny-Cours,2006,11,11,8,3,9.2,0.2,10.444444444444445,9,29
64,2,heidfeld,10,Hockenheimring,2006,12,15,17,-2,11.2,0.4,12.375,8,29
65,2,heidfeld,11,Hungaroring,2006,13,10,3,7,10.4,0.4,10.272727272727273,11,29
66,2,heidfeld,5,Istanbul Park,2006,14,5,14,-9,11.8,0.4,9.833333333333334,6,29
67,2,heidfeld,14,Autodromo Nazionale di Monza,2006,15,3,8,-5,10.0,0.2,9.0,9,29
68,2,heidfeld,17,Shanghai International Circuit,2006,16,8,7,1,9.8,0.2,9.333333333333334,6,29
69,2,heidfeld,22,Suzuka Circuit,2006,17,9,8,1,8.0,0.0,9.75,8,29
70,2,heidfeld,18,Autódromo José Carlos Pace,2006,18,8,17,-9,10.8,0.0,14.2,10,29
36,2,heidfeld,1,Albert Park Grand Prix Circuit,2007,1,3,4,-1,8.8,0.0,10.363636363636363,11,30
37,2,heidfeld,2,Sepang International Circuit,2007,2,5,4,1,8.0,0.0,9.272727272727273,11,30
38,2,heidfeld,3,Bahrain International Circuit,2007,3,5,4,1,7.4,0.0,11.666666666666666,6,30
39,2,heidfeld,4,Circuit de Barcelona-Catalunya,2007,4,7,15,-8,8.8,0.2,10.090909090909092,11,30
40,2,heidfeld,6,Circuit de Monaco,2007,5,7,6,1,6.6,0.2,9.454545454545455,11,30
41,2,heidfeld,7,Circuit Gilles Villeneuve,2007,6,3,2,1,6.2,0.2,12.0,10,30
42,2,heidfeld,19,Indianapolis Motor Speedway,2007,7,5,18,-13,9.0,0.4,11.875,8,30
43,2,heidfeld,8,Circuit de Nevers Magny-Cours,2007,8,7,5,2,9.2,0.4,10.444444444444445,9,30
44,2,heidfeld,9,Silverstone Circuit,2007,9,9,6,3,7.4,0.2,10.181818181818182,11,30
45,2,heidfeld,20,Nürburgring,2007,10,4,6,-2,7.4,0.2,10.444444444444445,9,30
46,2,heidfeld,11,Hungaroring,2007,11,2,3,-1,7.6,0.2,10.272727272727273,11,30
47,2,heidfeld,5,Istanbul Park,2007,12,6,4,2,4.8,0.0,9.833333333333334,6,30
48,2,heidfeld,14,Autodromo Nazionale di Monza,2007,13,4,4,0,4.6,0.0,9.0,9,30
49,2,heidfeld,13,Circuit de Spa-Francorchamps,2007,14,6,5,1,4.4,0.0,10.142857142857142,7,30
50,2,heidfeld,16,Fuji Speedway,2007,15,5,14,-9,6.0,0.0,11.5,2,30
51,2,heidfeld,17,Shanghai International Circuit,2007,16,8,7,1,6.8,0.0,9.333333333333334,6,30
52,2,heidfeld,18,Autódromo José Carlos Pace,2007,17,6,6,0,7.2,0.0,14.2,10,30
18,2,heidfeld,1,Albert Park Grand Prix Circuit,2008,1,5,2,3,6.8,0.0,10.363636363636363,11,31
19,2,heidfeld,2,Sepang International Circuit,2008,2,5,6,-1,7.0,0.0,9.272727272727273,11,31
20,2,heidfeld,3,Bahrain International Circuit,2008,3,6,4,2,5.0,0.0,11.666666666666666,6,31
21,2,heidfeld,4,Circuit de Barcelona-Catalunya,2008,4,9,9,0,5.4,0.0,10.090909090909092,11,31
22,2,heidfeld,5,Istanbul Park,2008,5,9,5,4,5.2,0.0,9.833333333333334,6,31
23,2,heidfeld,6,Circuit de Monaco,2008,6,12,14,-2,7.6,0.0,9.454545454545455,11,31
24,2,heidfeld,7,Circuit Gilles Villeneuve,2008,7,8,2,6,6.8,0.0,12.0,10,31
25,2,heidfeld,8,Circuit de Nevers Magny-Cours,2008,8,11,13,-2,8.6,0.0,10.444444444444445,9,31
26,2,heidfeld,9,Silverstone Circuit,2008,9,5,2,3,7.2,0.0,10.181818181818182,11,31
27,2,heidfeld,10,Hockenheimring,2008,10,12,4,8,7.0,0.0,12.375,8,31
28,2,heidfeld,11,Hungaroring,2008,11,15,10,5,6.2,0.0,10.272727272727273,11,31
29,2,heidfeld,12,Valencia Street Circuit,2008,12,8,9,-1,7.6,0.0,10.0,3,31
30,2,heidfeld,13,Circuit de Spa-Francorchamps,2008,13,5,2,3,5.4,0.0,10.142857142857142,7,31
31,2,heidfeld,14,Autodromo Nazionale di Monza,2008,14,10,5,5,6.0,0.0,9.0,9,31
32,2,heidfeld,15,Marina Bay Street Circuit,2008,15,9,6,3,6.4,0.0,14.333333333333334,3,31
33,2,heidfeld,16,Fuji Speedway,2008,16,16,9,7,6.2,0.0,11.5,2,31
34,2,heidfeld,17,Shanghai International Circuit,2008,17,9,5,4,5.4,0.0,9.333333333333334,6,31
35,2,heidfeld,18,Autódromo José Carlos Pace,2008,18,8,10,-2,7.0,0.0,14.2,10,31
1,2,heidfeld,1,Albert Park Grand Prix Circuit,2009,1,9,10,-1,8.0,0.0,10.363636363636363,11,32
2,2,heidfeld,2,Sepang International Circuit,2009,2,10,2,8,7.2,0.0,9.272727272727273,11,32
3,2,heidfeld,17,Shanghai International Circuit,2009,3,11,12,-1,7.8,0.0,9.333333333333334,6,32
4,2,heidfeld,3,Bahrain International Circuit,2009,4,14,19,-5,10.6,0.0,11.666666666666666,6,32
5,2,heidfeld,4,Circuit de Barcelona-Catalunya,2009,5,13,7,6,10.0,0.0,10.090909090909092,11,32
6,2,heidfeld,6,Circuit de Monaco,2009,6,16,11,5,10.2,0.0,9.454545454545455,11,32
7,2,heidfeld,5,Istanbul Park,2009,7,11,11,0,12.0,0.0,9.833333333333334,6,32
